,rank,exchangeId,exchangeName,exchangeSlug,volumePercent,volumeQuote,isVerified,marketUrl,effectiveLiquidity,lastUpdated,marketPair,price
90,91,311,KuCoin,kucoin,0.021880040695,139.63115424,1,https://www.kucoin.com/trade/ETH-BTC,461.0,2024-02-21T09:26:29.000Z,ETH/BTC,51457.7895310629
91,92,270,Binance,binance,0.017441518013,111.26111535,1,https://www.binance.com/en/trade/ALT_BTC,669.7138192696125,2024-02-21T09:24:32.000Z,ALT/BTC,51476.71108850458
92,93,270,Binance,binance,0.016293067842,103.93504162,1,https://www.binance.com/en/trade/PIXEL_BTC,674.2576620055384,2024-02-21T09:24:32.000Z,PIXEL/BTC,51476.71142284569
120,121,270,Binance,binance,0.033736750523,215.20996559,1,https://www.binance.com/en/trade/STRK_BTC,514.5443635406137,2024-02-21T09:24:32.000Z,STRK/BTC,51476.71097657278
140,141,270,Binance,binance,0.013010084047,83.14936135,1,https://www.binance.com/en/trade/GLM_BTC,688.8716825104057,2024-02-21T09:26:22.000Z,GLM/BTC,51457.78997289973
150,151,139,bitFlyer,bitflyer,0.010099978395,3317880.29151803,1,https://bitflyer.com/en-us,412.0,2024-02-21T09:26:22.000Z,BTC/USD,51516.19
298,299,513,Bitget,bitget,1.950386665502,640878111.370954,1,https://www.bitget.com/en/trade/btc_usdt,793.0,2024-02-21T09:26:29.000Z,BTC/USDT,51471.61085835
299,300,517,CoinW,coinw,1.550558927209,509498600.67,1,https://www.coinw.com/,726.0,2024-02-21T09:26:22.000Z,BTC/USDT,51461.83244639
300,301,407,DigiFinex,digifinex,1.841081558693,604961515.11121,1,https://www.digifinex.com/en-ww/trade/USDT/BTC,763.0,2024-02-21T09:26:22.000Z,BTC/USDT,51455.8534174
301,302,525,XT.COM,xt,0.80839649182,265631234.09315628,1,https://www.xt.com/en/trade/btc_usdt,806.0,2024-02-21T09:26:22.000Z,BTC/USDT,51467.64150298
302,303,215,P2B,p2b,1.456859559719,478600074.7640049,1,https://p2pb2b.com/trade/BTC_USDT,778.0,2024-02-21T09:26:22.000Z,BTC/USDT,51447.9447018
303,304,1064,BingX,bingx,1.576686055063,518083721.072427,1,https://bingx.com/en-us/spot/BTCUSDT,759.0,2024-02-21T09:26:29.000Z,BTC/USDT,51457.28318521
304,305,406,BitMart,bitmart,2.366986955178,777768919.52,1,https://www.bitmart.com/trade/en?symbol=BTC_USDT,733.0,2024-02-21T09:26:22.000Z,BTC/USDT,51516.1436261
305,306,380,LATOKEN,latoken,1.338011814297,439657684.1431707,1,https://latoken.com/exchange/BTC_USDT?UTM_source=coinmarketcap,716.0,2024-02-21T09:26:29.000Z,BTC/USDT,51447.43478461
306,307,7618,BitVenus,bitvenus,0.773657515157,254216343.8313816,1,https://www.bitvenus.com/exchange/BTC/USDT,749.0,2024-02-21T09:26:29.000Z,BTC/USDT,51467.63150461
307,308,544,MEXC,mexc,1.327229298394,436014602.23301315,1,https://www.mexc.com/exchange/BTC_USDT,545.0,2024-02-21T09:26:29.000Z,BTC/USDT,51456.88325016
308,309,6137,Toobit,toobit,1.622669632474,533193477.9049946,1,https://www.toobit.com/en-US/spot/BTC_USDT,716.0,2024-02-21T09:26:29.000Z,BTC/USDT,51469.10126591
309,310,943,Hotcoin Global,hotcoin-global,2.207695868228,725427415.7717979,1,https://www.hotcoin.com/currencyExchangeTwo/btc_usdt,584.0,2024-02-21T09:26:22.000Z,BTC/USDT,51508.07493648
310,311,501,WhiteBIT,whitebit,1.144642133222,376118285.42004466,1,https://whitebit.com/trade/BTC_USDT,672.0,2024-02-21T09:26:29.000Z,BTC/USDT,51469.16125617
311,312,333,LBank,lbank,0.699391660692,229768789.51345,1,https://www.lbank.com/en-US/trade/btc_usdc/,703.0,2024-02-21T09:26:29.000Z,BTC/USDC,51446.52780637
312,313,1064,BingX,bingx,0.10526453,34582201.927851,1,https://bingx.com/en-us/spot/BTCUSDC,766.0,2024-02-21T09:26:29.000Z,BTC/USDC,51445.35832562
313,314,1182,Deepcoin,deepcoin,0.296267042786,97328138.37931284,1,https://www.deepcoin.com/en/Spot?currentId={mainu}}%2FUSDT,652.0,2024-02-21T09:26:22.000Z,BTC/USDT,51475.54022021
314,315,154,Dex-Trade,dex-trade,0.096258366585,31629564.16373487,1,https://dex-trade.com/spot/trading/BTCUSDT,662.0,2024-02-21T09:26:29.000Z,BTC/USDT,51527.62176201
315,316,215,P2B,p2b,1.420489745145,466636139.7422319,1,https://p2pb2b.com/trade/BTC_USD,778.0,2024-02-21T09:26:22.000Z,BTC/USD,51456.3
316,317,350,CoinEx,coinex,0.057273029789,18819361.21323292,1,https://www.coinex.com/exchange/btc-usdt,676.0,2024-02-21T09:26:29.000Z,BTC/USDT,51469.31123182
317,318,525,XT.COM,xt,0.023829382841,7827943.0940673,1,https://www.xt.com/en/trade/btc_usdc,666.0,2024-02-21T09:26:29.000Z,BTC/USDC,51457.6428713
318,319,520,Bitvavo,bitvavo,0.13585086703,41340473.27142451,1,https://account.bitvavo.com/markets/BTC-EUR,595.0,2024-02-21T09:26:29.000Z,BTC/EUR,51490.21076293
319,320,407,DigiFinex,digifinex,0.079909589941,26252428.765256,1,https://www.digifinex.com/en-ww/trade/USDC/BTC,610.0,2024-02-21T09:26:29.000Z,BTC/USDC,51443.16929754
320,321,106,Coincheck,coincheck,0.291716281516,14382648590.840225,1,https://coincheck.com/,572.0,2024-02-21T09:26:29.000Z,BTC/JPY,51638.13037415
321,322,453,AscendEX (BitMax),ascendex,0.214947991275,70613618.1818431,1,https://www.ascendex.com/en/basic/cashtrade-spottrading/usdt/btc,623.0,2024-02-21T09:26:22.000Z,BTC/USDT,51462.15239443
322,323,351,Upbit,upbit,0.816499855823,358123201538.9158,1,https://upbit.com/exchange?code=CRIX.UPBIT.KRW-BTC,607.0,2024-02-21T09:26:29.000Z,BTC/KRW,53837.38294329
323,324,630,Binance.US,binance-us,0.016147180179,5305806.5461563,1,https://www.binance.us/trade/pro/BTC_USDT,663.0,2024-02-21T09:26:22.000Z,BTC/USDT,51446.7248999
324,325,257,Bitbank,bitbank,0.056776122994,2799295307.2578,1,https://bitbank.cc/trade/btc_jpy,600.0,2024-02-21T09:26:22.000Z,BTC/JPY,51685.7775779
325,326,360,C-Patex,c-patex,0.138225154504,45419442.99011719,1,https://c-patex.com/markets/btcusdt,560.0,2024-02-21T09:26:29.000Z,BTC/USDT,51463.88882243
326,327,460,Coinsbit,coinsbit,0.840718230062,276251843.29214466,1,https://coinsbit.io/trade/BTC_USDT,518.0,2024-02-21T09:26:29.000Z,BTC/USDT,51493.82248911
327,328,943,Hotcoin Global,hotcoin-global,0.209209768297,68730981.3909,1,https://www.hotcoin.com/currencyExchangeTwo/btc_usdc,608.0,2024-02-21T09:26:22.000Z,BTC/USDC,51503.03271826
328,329,333,LBank,lbank,1.318662000997,433299523.465305,1,https://www.lbank.com/en-US/trade/btc_usdt/,805.0,2024-02-21T09:26:29.000Z,BTC/USDT,51467.47153059
329,330,513,Bitget,bitget,0.020808979718,6836304.10463,1,https://www.bitget.com/spot/BTCUSDC,611.0,2024-02-21T09:26:29.000Z,BTC/USDC,51471.04691992
330,331,174,Coinone,coinone,0.073087064003,32056564498.9161,1,https://coinone.co.kr/exchange/trade/btc/,530.0,2024-02-21T09:26:22.000Z,BTC/KRW,53696.76850141
331,332,525,XT.COM,xt,0.012480462375,79.76447132,1,https://www.xt.com/en/trade/eth_btc,602.0,2024-02-21T09:26:22.000Z,ETH/BTC,51457.789531068476
332,333,937,Biconomy Exchange,biconomy,0.59221884192,194597358.38093618,1,https://www.biconomy.com/exchange/BTC_USDT,538.0,2024-02-21T09:26:22.000Z,BTC/USDT,51461.662474
333,334,937,Biconomy Exchange,biconomy,0.207265227656,68092147.995802,1,https://www.biconomy.com/exchange/BTC_USDC,538.0,2024-02-21T09:26:22.000Z,BTC/USDC,51460.5615754
334,335,8080,CommEX,commex,0.011085745159,3642668.167564,1,https://www.commex.com/en/trade/BTC_USDT,570.0,2024-02-21T09:26:22.000Z,BTC/USDT,51465.44186021
335,336,258,Mercado Bitcoin,mercado-bitcoin,0.011576404739,18740270.55595284,1,https://www.mercadobitcoin.com.br/,619.0,2024-02-21T09:26:22.000Z,BTC/BRL,51911.18673552
336,337,171,Luno,luno,0.016744953147,104000479.98714,1,https://www.luno.com/trade/XBTZAR,572.0,2024-02-21T09:26:22.000Z,XBT/ZAR,52369.36760449
337,338,868,MAX Exchange,max-exchange,0.014550877495,150732572.38423103,1,https://max.maicoin.com/trades/btctwd,585.0,2024-02-21T09:26:22.000Z,BTC/TWD,51833.78473754
338,339,436,Bitkub,bitkub,0.02245061925,264430936.45,1,https://www.bitkub.com/market/BTC,540.0,2024-02-21T09:26:22.000Z,BTC/THB,51582.90008226
339,340,501,WhiteBIT,whitebit,0.013220614043,4023278.78753714,1,https://whitebit.com/trade/BTC_EUR,565.0,2024-02-21T09:26:29.000Z,BTC/EUR,51416.37737258
341,342,630,Binance.US,binance-us,0.010966546191,3602802.5284503,1,https://www.binance.us/trade/pro/BTC_USDC,537.0,2024-02-21T09:26:22.000Z,BTC/USDC,51505.37167977
345,346,460,Coinsbit,coinsbit,0.021276672629,135.98234526,1,https://coinsbit.io/trade/ETH_BTC,541.0,2024-02-21T09:26:22.000Z,ETH/BTC,51457.78953092845
347,348,795,HashKey Exchange,hashkey-exchange,0.598865207398,196729437.5486345,1,https://www.hashkey.com/en-US/spot/BTC_USD,557.0,2024-02-21T09:26:22.000Z,BTC/USD,51468.59
349,350,460,Coinsbit,coinsbit,0.013353483481,4386975.00658165,1,https://coinsbit.io/trade/BTC_USDC,491.0,2024-02-21T09:26:29.000Z,BTC/USDC,51603.57403383
355,356,717,BitoPro,bitopro,0.011493098599,119057033.98485187,1,https://www.bitopro.com/trading,455.0,2024-02-21T09:26:22.000Z,BTC/TWD,51750.45272284
361,362,955,Phemex,phemex,0.017276844781,5677003.3600783,1,https://phemex.com/spot/trade/BTCUSDT,473.0,2024-02-21T09:26:22.000Z,BTC/USDT,51462.75229701
362,363,1375,Binance TR,binance-tr,0.026868273824,8828653.7682508,1,https://www.trbinance.com/en/trade/BTC_USDT,470.0,2024-02-21T09:26:29.000Z,BTC/USDT,51467.64150298
369,370,125,Bitso,bitso,0.01491484415,83610050.3853052,1,https://bitso.com/trade/market/btc/mxn,427.0,2024-02-21T09:26:29.000Z,BTC/MXN,51474.31350694
374,375,653,BITEXLIVE,bitexlive,0.02580803016,8480268.0,1,https://bitexlive.com/exchange/USDT-BTC,436.0,2024-02-21T09:26:22.000Z,BTC/USDT,51455.91340766
382,383,351,Upbit,upbit,0.033497663365,214.08849516,1,https://upbit.com/exchange?code=CRIX.UPBIT.BTC-FIL,441.0,2024-02-21T09:26:22.000Z,FIL/BTC,51457.789506953224
383,384,406,BitMart,bitmart,0.013665557558,87.338589,1,https://www.bitmart.com/trade/en?symbol=ETH_BTC,331.0,2024-02-21T09:26:22.000Z,ETH/BTC,51457.7895310272
388,389,50,EXMO,exmo,0.014808344193,94.50193539,1,https://exmo.com/en/trade/ETH_BTC,401.0,2024-02-21T09:26:22.000Z,ETH/BTC,51457.78953099109
390,391,501,WhiteBIT,whitebit,0.128719216467,822.66345122,1,https://whitebit.com/trade/ETH_BTC,409.0,2024-02-21T09:26:29.000Z,ETH/BTC,51457.789531068476
391,392,7557,EXMO.ME,exmo-me,0.014786380822,94.50193539,1,https://exmo.me/en/trade/ETH_BTC,412.0,2024-02-21T09:26:29.000Z,ETH/BTC,51457.78953099109
407,408,351,Upbit,upbit,0.012451310488,79.57815732,1,https://upbit.com/exchange?code=CRIX.UPBIT.BTC-RLC,390.0,2024-02-21T09:26:29.000Z,RLC/BTC,51457.78955759267
410,411,351,Upbit,upbit,0.01038976432,66.40251244,1,https://upbit.com/exchange?code=CRIX.UPBIT.BTC-ENS,347.0,2024-02-21T09:26:29.000Z,ENS/BTC,51457.78952625247
466,467,1375,Binance TR,binance-tr,0.013401760527,136320315.53297,1,https://www.trbinance.com/en/trade/BTC_TRY,511.0,2024-02-21T09:26:29.000Z,BTC/TRY,52082.78833329
507,508,50,EXMO,exmo,0.032371815116,10634261.10173772,1,https://exmo.com/en/trade/BTC_USD,334.0,2024-02-21T09:26:22.000Z,BTC/USD,52184.34
565,566,225,Paribu,paribu,0.051722283971,526097367.46538997,1,https://www.paribu.com/markets/BTC_TRY?view=classic,335.0,2024-02-21T09:26:22.000Z,BTC/TRY,52132.7401733
719,720,127,BTCBOX,btcbox,0.052818322902,2604130881.9225,1,https://www.btcbox.co.jp/coin/btc/,328.0,2024-02-21T09:26:22.000Z,BTC/JPY,51685.77091557
960,961,215,P2B,p2b,0.015618180581,99.67004231,1,https://p2pb2b.com/trade/CFT_BTC,157.0,2024-02-21T09:26:22.000Z,CFT/BTC,51457.7895758517
990,991,50,EXMO,exmo,0.018035841056,227706428.63294548,1,https://exmo.com/en/trade/BTC_UAH,128.0,2024-02-21T09:26:22.000Z,BTC/UAH,57860.32076655
2353,2354,8125,OrangeX,orangex,4.347103107237,1428088149.09519,1,https://www.orangex.com/spot/BTC-USDT-SPOT,731.0,2024-02-21T09:26:29.000Z,BTC/USDT,51459.86676562
