size,T1,T2,S2,T4,S4,T6,S6,T8,S8,T16,S16,T20,S20,T26,S26,T32,S32,S36,T36,T40,S40
20000,2,1,-,0.52,-,0.35,-,0.2648,-,0.1512,-,0.8636,-,1068,-,0.147,-,0.067,-,0.07,-
40000,8,4,-,2,-,1.3743,-,1.05,-,0.58,-,0.8614,-,0.4746,-,0.2479,-
